Entity ID,Common Name,Scientific Name,Species Group,FWS Lead Region,FWS Listing Status,Critical Habitat Type,Federal Register Publication,Critical Habitat Shapefile,tsn,Acres and Miles
193,"Coqui, golden",Eleutherodactylus jasperi,Amphibians,Region 4,Threatened,Final,Federal Register (1977-11-11),Download,173563,329.0 acres
9378,"Coqui, Llanero",Eleutherodactylus juanariveroi,Amphibians,Region 4,Endangered,Final,Federal Register (2012-10-04),,774192,
205,"Frog, California red-legged",Rana draytonii,Amphibians,Region 8,Threatened,Final,Federal Register (2010-03-17),Download,207009,1641246.1 acres
206,"Frog, Chiricahua leopard",Rana chiricahuensis,Amphibians,Region 2,Threatened,Final,Federal Register (2012-03-20),Download,173451,601.4 acres
208,"Frog, dusky gopher",Rana sevosa,Amphibians,Region 4,Endangered,Final,Federal Register (2012-06-12),Download,665414,5538.8 acres
207,"Frog, mountain yellow-legged",Rana muscosa,Amphibians,Region 8,Endangered,Final,Federal Register (2006-09-14),Download,173454,7954.3 acres
1740,"Frog, mountain yellow-legged",Rana muscosa,Amphibians,Region 8,Endangered,Final,Federal Register (2016-08-26),Download,173454,220547.3 acres
4090,"Frog, Oregon spotted",Rana pretiosa,Amphibians,Region 1,Threatened,Final,Federal Register (2016-05-11),Download,173458,66000.4 acres
10517,"Frog, Sierra Nevada Yellow-legged",Rana sierrae,Amphibians,Region 8,Endangered,Final,Federal Register (2016-08-26),Download,775211,1089453.8 acres
196,Guajon,Eleutherodactylus cooki,Amphibians,Region 4,Threatened,Final,Federal Register (2007-10-23),Download,173558,170.3 acres
6346,"Salamander, Austin blind",Eurycea waterlooensis,Amphibians,Region 2,Endangered,Final,Federal Register (2013-08-20),Download,668294,76.0 acres
203,"Salamander, California tiger",Ambystoma californiense,Amphibians,Region 8,Endangered,Final,Federal Register (2011-08-31),Download,173595,47267.5 acres
4773,"Salamander, California tiger",Ambystoma californiense,Amphibians,Region 8,Threatened,Final,Federal Register (2005-08-23),Download,173595,196948.3 acres
8395,"Salamander, California tiger",Ambystoma californiense,Amphibians,Region 8,Endangered,Final,Federal Register (2004-11-24),Download,173595,10973.1 acres
199,"Salamander, frosted flatwoods",Ambystoma cingulatum,Amphibians,Region 4,Threatened,Final,Federal Register (2009-02-10),Download,173596,21380.3 acres
5434,"Salamander, Georgetown",Eurycea naufragia,Amphibians,Region 2,Threatened,Proposed,Federal Register (2013-01-25),Download,668291,658.8 acres
3849,"Salamander, Jemez Mountains",Plethodon neomexicanus,Amphibians,Region 2,Endangered,Final,Federal Register (2013-11-20),Download,173663,90554.7 acres
8231,"Salamander, Jollyville Plateau",Eurycea tonkawae,Amphibians,Region 2,Threatened,Final,Federal Register (2013-08-20),Download,668293,3305.2 acres
9943,"salamander, Reticulated flatwoods",Ambystoma bishopi,Amphibians,Region 4,Endangered,Final,Federal Register (2009-02-10),Download,775866,3820.7 acres
7610,"Salamander, Salado",Eurycea chisholmensis,Amphibians,Region 2,Threatened,Proposed,Federal Register (2013-01-25),Download,668290,279.8 acres
194,"Salamander, San Marcos",Eurycea nana,Amphibians,Region 2,Threatened,Final,Federal Register (1980-07-14),Download,173693,18.5 acres
204,"Toad, arroyo (=arroyo southwestern)",Anaxyrus californicus,Amphibians,Region 8,Endangered,Final,Federal Register (2011-02-09),Download,773514,98556.0 acres
190,"Toad, Houston",Bufo houstonensis,Amphibians,Region 2,Endangered,Final,Federal Register (1978-01-31),Download,173488,84166.4 acres
1707,"toad, Yosemite",Anaxyrus canorus,Amphibians,Region 8,Threatened,Final,Federal Register (2016-08-26),Download,773515,748697.2 acres
5065,"Waterdog, black warrior (=Sipsey Fork)",Necturus alabamensis,Amphibians,Region 4,Proposed Endangered,Proposed,Federal Register (2016-10-06),,173628,
469,"Harvestman, Cokendolpher Cave",Texella cokendolpheri,Arachnids,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,-50,203.1 acres
474,"Meshweaver, Braken Bat Cave",Cicurina venii,Arachnids,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,876262,148.1 acres
473,"Meshweaver, Government Canyon Bat Cave",Cicurina vespera,Arachnids,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,876263,64.5 acres
471,"Meshweaver, Madla's Cave",Cicurina madla,Arachnids,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,876193,1564.6 acres
472,"Meshweaver, Robber Baron Cave",Cicurina baronia,Arachnids,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,876148,323.0 acres
470,"Spider, Government Canyon Bat Cave",Neoleptoneta microps,Arachnids,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,862424,64.5 acres
463,"Spider, Kauai cave wolf or pe'e pe'e maka 'ole",Adelocosa anops,Arachnids,Region 1,Endangered,Final,Federal Register (2003-04-09),Download,849993,232.0 acres
468,"Spider, spruce-fir moss",Microhexura montivaga,Arachnids,Region 4,Endangered,Final,Federal Register (2001-07-06),Download,861657,9516.0 acres
6522,Akekee,Loxops caeruleirostris,Birds,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,554341,17261.3 acres
4136,Akikiki,Oreomystis bairdi,Birds,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,179584,17261.3 acres
117,"Blackbird, yellow-shouldered",Agelaius xanthomus,Birds,Region 4,Endangered,Final,Federal Register (1977-09-22),Download,179062,16969.6 acres
66,"Condor, California",Gymnogyps californianus,Birds,Region 8,Endangered,Final,Federal Register (1977-09-22),Download,175274,604322.1 acres
110,"Crane, Mississippi sandhill",Grus canadensis pulla,Birds,Region 4,Endangered,Final,Federal Register (1977-08-08),Download,202247,26484.7 acres
67,"Crane, whooping",Grus americana,Birds,Region 2,Endangered,Final,Federal Register (1978-05-15),Download,176176,371927.9 acres
118,"Crow, Mariana (=aga)",Corvus kubaryi,Birds,Region 1,Endangered,Final,Federal Register (2004-10-28),,179744,
6901,"Cuckoo, yellow-billed",Coccyzus americanus,Birds,Region 8,Threatened,Proposed,Federal Register (2014-08-15),Download,177831,550563.1 acres
146,"Eider, spectacled",Somateria fischeri,Birds,Region 7,Threatened,Final,Federal Register (2001-02-06),Download,175161,24926667.2 acres
147,"Eider, Steller's",Polysticta stelleri,Birds,Region 7,Threatened,Final,Federal Register (2001-02-02),Download,175153,1819463.2 acres
150,"elepaio, Oahu",Chasiempis ibidis,Birds,Region 1,Endangered,Final,Federal Register (2001-12-10),Download,-1327,65775.6 acres
149,"Flycatcher, southwestern willow",Empidonax traillii extimus,Birds,Region 2,Endangered,Final,Federal Register (2013-01-03),Download,712529,210961.0 acres
145,"Gnatcatcher, coastal California",Polioptila californica californica,Birds,Region 8,Threatened,Final,Federal Register (2007-12-19),Download,-278,197480.9 acres
74,"honeycreeper, (Akohekohe) crested",Palmeria dolei,Birds,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,179587,108852.0 acres
4296,"Horned lark, streaked",Eremophila alpestris strigata,Birds,Region 1,Threatened,Final,Federal Register (2013-10-03),Download,178412,4432.9 acres
119,"Kingfisher, Guam",Todiramphus cinnamominus,Birds,Region 1,Endangered,Final,Federal Register (2004-10-28),,692702,
1221,"Kite, Everglade snail",Rostrhamus sociabilis plumbeus,Birds,Region 4,Endangered,Final,Federal Register (1977-09-22),Download,175296,840153.6 acres
143,"Murrelet, marbled",Brachyramphus marmoratus,Birds,Region 1,Threatened,Final,Federal Register (2016-08-04),Download,176996,3786936.4 acres
129,"Owl, Mexican spotted",Strix occidentalis lucida,Birds,Region 2,Threatened,Final,Federal Register (2004-08-31),Download,177928,9874150.8 acres
142,"Owl, northern spotted",Strix occidentalis caurina,Birds,Region 1,Threatened,Final,Federal Register (2012-12-04),Download,177926,9565750.5 acres
79,Palila (honeycreeper),Loxioides bailleui,Birds,Region 1,Endangered,Final,Federal Register (1977-09-22),Download,179578,96598.8 acres
81,"parrotbill, Maui (Kiwikiu)",Pseudonestor xanthophrys,Birds,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,179593,108852.0 acres
131,"Plover, piping",Charadrius melodus,Birds,Region 5,Threatened,Final,Federal Register (2009-05-19),Download,176507,1387694.3 acres
130,"Plover, piping",Charadrius melodus,Birds,Region 3,Endangered,Final,Federal Register (2001-05-07),Download,176507,43720.9 acres
132,"Plover, western snowy",Charadrius alexandrinus nivosus,Birds,Region 8,Threatened,Final,Federal Register (2012-06-19),Download,176511,24871.3 acres
4064,"sage-grouse, Gunnison",Centrocercus minimus,Birds,Region 6,Threatened,Final,Federal Register (2014-11-20),Download,677540,1426831.5 acres
85,"Sparrow, Cape Sable seaside",Ammodramus maritimus mirabilis,Birds,Region 4,Endangered,Final,Federal Register (2007-11-06),Download,202311,84165.7 acres
137,"Towhee, Inyo California",Pipilo crissalis eremophilus,Birds,Region 8,Threatened,Final,Federal Register (1987-08-03),Download,202309,1921.6 acres
123,"Vireo, least Bell's",Vireo bellii pusillus,Birds,Region 8,Endangered,Final,Federal Register (1994-02-02),Download,179007,37066.0 acres
4237,"Warbler, elfin-woods",Setophaga angelae,Birds,Region 4,Threatened,Proposed,Federal Register (2016-06-22),Download,-1332,27222.3 acres
1241,"White-eye, Rota bridled",Zosterops rotensis,Birds,Region 1,Endangered,Final,Federal Register (2006-09-12),Download,-408,5447.6 acres
365,"Acornshell, southern",Epioblasma othcaloogensis,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80328,397.1 miles
366,"Bankclimber, purple (mussel)",Elliptoideus sloatianus,Clams,Region 4,Threatened,Final,Federal Register (2007-11-15),Download,80298,821.4 miles
4042,"Bean, Choctaw",Villosa choctawensis,Clams,Region 4,Endangered,Final,Federal Register (2012-10-10),Download,80205,1201.2 miles
318,"Bean, purple",Villosa perpurpurea,Clams,Region 5,Endangered,Final,Federal Register (2004-08-31),Download,80219,292.6 miles
377,"Clubshell, ovate",Pleurobema perovatum,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80120,899.1 miles
378,"Clubshell, southern",Pleurobema decisum,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80097,792.6 miles
353,"Combshell, Cumberlandian",Epioblasma brevidens,Clams,Region 4,Endangered,Final,Federal Register (2004-08-31),Download,80304,467.1 miles
367,"Combshell, upland",Epioblasma metastriata,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80321,457.9 miles
7363,"Ebonyshell, round",Fusconaia rotulata,Clams,Region 4,Endangered,Final,Federal Register (2012-10-10),Download,-1165,303.6 miles
354,"Elktoe, Appalachian",Alasmidonta raveneliana,Clams,Region 4,Endangered,Final,Federal Register (2002-09-27),Download,79924,2738.4 acres
355,"Elktoe, Cumberland",Alasmidonta atropurpurea,Clams,Region 4,Endangered,Final,Federal Register (2004-08-31),Download,79928,147.5 miles
370,"Heelsplitter, Carolina",Lasmigona decorata,Clams,Region 4,Endangered,Final,Federal Register (2002-07-02),Download,80140,85.8 miles
1559,"Kidneyshell, fluted",Ptychobranchus subtentum,Clams,Region 4,Endangered,Final,Federal Register (2013-09-26),Download,80162,1109.5 miles
7949,"Kidneyshell, southern",Ptychobranchus jonesi,Clams,Region 4,Endangered,Final,Federal Register (2012-10-10),Download,80160,1072.8 miles
379,"Kidneyshell, triangular",Ptychobranchus greenii,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80159,630.1 miles
380,"Moccasinshell, Alabama",Medionidus acutissimus,Clams,Region 4,Threatened,Final,Federal Register (2004-07-01),Download,80262,736.1 miles
381,"Moccasinshell, Coosa",Medionidus parvulus,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80265,357.3 miles
384,"Moccasinshell, Gulf",Medionidus penicillatus,Clams,Region 4,Endangered,Final,Federal Register (2007-11-15),Download,80266,746.4 miles
385,"Moccasinshell, Ochlockonee",Medionidus simpsonianus,Clams,Region 4,Endangered,Final,Federal Register (2007-11-15),Download,80267,90.0 miles
4086,"Mucket, Neosho",Lampsilis rafinesqueana,Clams,Region 4,Endangered,Final,Federal Register (2015-04-30),,80022,
357,"Mucket, orangenacre",Lampsilis perovalis,Clams,Region 4,Threatened,Final,Federal Register (2004-07-01),Download,80020,618.6 miles
358,"Mussel, oyster",Epioblasma capsaeformis,Clams,Region 4,Endangered,Final,Federal Register (2004-08-31),Download,80306,467.1 miles
4411,"Pearlshell, Alabama",Margaritifera marrianae,Clams,Region 4,Endangered,Final,Federal Register (2012-10-10),Download,80374,125.0 miles
6841,"Pearlymussel, slabside",Pleuronaia dolabelloides,Clams,Region 4,Endangered,Final,Federal Register (2013-09-26),Download,-1179,908.0 miles
382,"Pigtoe, dark",Pleurobema furvum,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80099,182.3 miles
1369,"Pigtoe, fuzzy",Pleurobema strodeanum,Clams,Region 4,Threatened,Final,Federal Register (2012-10-10),Download,80113,1201.2 miles
3833,"Pigtoe, Georgia",Pleurobema hanleyianum,Clams,Region 4,Endangered,Final,Federal Register (2010-11-02),Download,80101,87.2 miles
7177,"Pigtoe, narrow",Fusconaia escambia,Clams,Region 4,Threatened,Final,Federal Register (2012-10-10),Download,80047,2334.8 acres; 591.2 miles
371,"Pigtoe, oval",Pleurobema pyriforme,Clams,Region 4,Endangered,Final,Federal Register (2007-11-15),Download,80111,896.2 miles
383,"Pigtoe, southern",Pleurobema georgianum,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80100,357.3 miles
6534,"Pigtoe, tapered",Fusconaia burkei,Clams,Region 4,Threatened,Final,Federal Register (2012-10-10),Download,-1163,1201.2 miles
372,"Pocketbook, finelined",Lampsilis altilis,Clams,Region 4,Threatened,Final,Federal Register (2004-07-01),Download,79997,8506.1 acres
373,"Pocketbook, shinyrayed",Lampsilis subangulata,Clams,Region 4,Endangered,Final,Federal Register (2007-11-15),Download,80014,854.5 miles
3645,Rabbitsfoot,Quadrula cylindrica cylindrica,Clams,Region 4,Threatened,Final,Federal Register (2015-04-30),Download,80068,1353.9 miles
344,"Rabbitsfoot, rough",Quadrula cylindrica strigillata,Clams,Region 5,Endangered,Final,Federal Register (2004-08-31),Download,80069,262.4 miles
7349,"sandshell, Southern",Hamiota australis,Clams,Region 4,Threatened,Final,Federal Register (2012-10-10),Download,-1162,562.2 miles
386,"Slabshell, Chipola",Elliptio chipolaensis,Clams,Region 4,Threatened,Final,Federal Register (2007-11-15),Download,79956,130.0 miles
4210,"Spinymussel, Altamaha",Elliptio spinosa,Clams,Region 4,Endangered,Final,Federal Register (2011-10-11),Download,79969,136.2 miles
375,"Threeridge, fat (mussel)",Amblema neislerii,Clams,Region 4,Endangered,Final,Federal Register (2007-11-15),Download,80038,443.9 miles
9384,"Coral, elkhorn",Acropora palmata,Corals,NOAA,Threatened,Final,Federal Register (2008-11-26),Download,52861,1905062.3 acres
9382,"Coral, staghorn",Acropora cervicornis,Corals,NOAA,Threatened,Final,Federal Register (2008-11-26),Download,52862,1905062.3 acres
8172,"Amphipod, diminutive",Gammarus hyalleloides,Crustaceans,Region 2,Endangered,Final,Federal Register (2013-07-09),Download,656840,19.2 acres
485,"Amphipod, Kauai cave",Spelaeorchestia koloana,Crustaceans,Region 1,Endangered,Final,Federal Register (2003-04-09),Download,185829,232.0 acres
1261,"Amphipod, Noel's",Gammarus desperatus,Crustaceans,Region 2,Endangered,Final,Federal Register (2011-06-07),Download,656839,64.4 acres
477,"Amphipod, Peck's cave",Stygobromus (=Stygonectes) pecki,Crustaceans,Region 2,Endangered,Final,Federal Register (2013-10-23),Download,93919,74.1 acres
6596,"Amphipod, Pecos",Gammarus pecos,Crustaceans,Region 2,Endangered,Final,Federal Register (2013-07-09),Download,93792,463.0 acres
490,"Fairy shrimp, Conservancy",Branchinecta conservatio,Crustaceans,Region 8,Endangered,Final,Federal Register (2005-08-11),Download,624021,161522.7 acres
491,"Fairy shrimp, longhorn",Branchinecta longiantenna,Crustaceans,Region 8,Endangered,Final,Federal Register (2005-08-11),Download,624022,13618.2 acres
492,"Fairy shrimp, Riverside",Streptocephalus woottoni,Crustaceans,Region 8,Endangered,Final,Federal Register (2012-12-04),Download,624020,2655.7 acres
495,"Fairy shrimp, San Diego",Branchinecta sandiegonensis,Crustaceans,Region 8,Endangered,Final,Federal Register (2007-12-12),Download,624043,12218.3 acres
493,"Fairy shrimp, vernal pool",Branchinecta lynchi,Crustaceans,Region 8,Threatened,Final,Federal Register (2005-08-11),Download,624023,596541.4 acres
482,"Shrimp, Kentucky cave",Palaemonias ganteri,Crustaceans,Region 4,Endangered,Final,Federal Register (1983-10-12),Download,97245,45.1 acres
494,"Tadpole shrimp, vernal pool",Lepidurus packardi,Crustaceans,Region 8,Endangered,Final,Federal Register (2005-08-11),Download,684669,228826.5 acres
9963,"aumakua, Palapalai",Dryopteris crinalis var. podosorus,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,897629,14384.1 acres
1196,"diellia, Asplenium-leaved",Asplenium dielerectum,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,17496,37668.2 acres
1193,"Fern, pendant kihi",Adenophorus periens,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,17844,26250.6 acres
1200,Ihi`ihi,Marsilea villosa,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,18001,3849.0 acres
1197,No common name,Asplenium dielfalcatum,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,897132,9454.4 acres
7529,No common name,Asplenium dielmannii,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,897130,2868.1 acres
1194,No common name,Asplenium peruvianum var. insulare,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,17403,57973.6 acres
1211,No common name,Asplenium unisorum,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,897129,9454.4 acres
1198,No common name,Diplazium molokaiense,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,17517,48427.2 acres
9962,No common name,Doryopteris angelica,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,897685,2549.4 acres
2268,No common name,Doryopteris takeuchii,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,897683,705.7 acres
1202,No common name,Pteris lidgatei,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,897692,15820.3 acres
1205,Pauoa,Ctenitis squamigera,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,17473,40029.6 acres
1207,Wawae`iole,Huperzia mannii,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,202453,55562.3 acres
1208,Wawae`iole,Huperzia nutans,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,503080,31073.3 acres
259,"Catfish, Yaqui",Ictalurus pricei,Fishes,Region 2,Threatened,Final,Federal Register (1984-08-31),Download,164000,19.5 acres
236,"Cavefish, Alabama",Speoplatyrhinus poulsoni,Fishes,Region 4,Endangered,Final,Federal Register (1977-09-09),Download,164397,0.1 acres
249,"Chub, bonytail",Gila elegans,Fishes,Region 6,Endangered,Final,Federal Register (1994-03-21),Download,163553,58213.7 acres
253,"Chub, Borax Lake",Gila boraxobius,Fishes,Region 1,Endangered,Final,Federal Register (1982-10-05),Download,163547,631.4 acres
6297,"Chub, Gila",Gila intermedia,Fishes,Region 2,Endangered,Final,Federal Register (2005-11-02),Download,163560,9758.5 acres
209,"Chub, humpback",Gila cypha,Fishes,Region 6,Endangered,Final,Federal Register (1994-03-21),Download,163551,13754.3 acres
262,"Chub, Owens Tui",Gila bicolor ssp. snyderi,Fishes,Region 8,Endangered,Final,Federal Register (1985-08-05),Download,201920,114.3 acres
246,"Chub, slender",Erimystax cahni,Fishes,Region 4,Threatened,Final,Federal Register (1977-09-22),Download,163820,221.1 miles
255,"Chub, Sonora",Gila ditaenia,Fishes,Region 2,Threatened,Final,Federal Register (1986-04-30),Download,163552,70.9 acres
237,"Chub, spotfin",Erimonax monachus,Fishes,Region 4,Threatened,Final,Federal Register (1977-09-22),Download,689041,269.2 miles
256,"Chub, Virgin River",Gila seminuda (=robusta),Fishes,Region 6,Endangered,Final,Federal Register (2000-01-26),Download,553395,2973.1 acres
263,"Chub, Yaqui",Gila purpurea,Fishes,Region 2,Endangered,Final,Federal Register (1984-08-31),Download,163557,19.5 acres
264,"Dace, Ash Meadows speckled",Rhinichthys osculus nevadensis,Fishes,Region 8,Endangered,Final,Federal Register (1983-09-02),Download,201906,64.7 acres
266,"Dace, desert",Eremichthys acros,Fishes,Region 8,Threatened,Final,Federal Register (1985-12-10),Download,163540,2494.6 acres
9220,"dace, Laurel",Chrosomus saylori,Fishes,Region 4,Endangered,Final,Federal Register (2012-10-16),Download,-1153,23.7 miles
293,"Darter, amber",Percina antesella,Fishes,Region 4,Endangered,Final,Federal Register (1985-08-05),Download,168476,395.9 acres
5719,"Darter, Cumberland",Etheostoma susanae,Fishes,Region 4,Endangered,Final,Federal Register (2012-10-16),,-1008,
6557,"Darter, diamond",Crystallaria cincotta,Fishes,Region 5,Endangered,Final,Federal Register (2013-08-22),Download,-1154,117.9 miles
228,"Darter, fountain",Etheostoma fonticola,Fishes,Region 2,Endangered,Final,Federal Register (1980-07-14),Download,168395,126.4 acres
10060,"Darter, Kentucky arrow",Etheostoma spilotum,Fishes,Region 4,Threatened,Final,Federal Register (2016-10-05),,-1174,
238,"Darter, leopard",Percina pantherina,Fishes,Region 2,Threatened,Final,Federal Register (1978-01-27),Download,168493,2618.3 acres
212,"Darter, Maryland",Etheostoma sellare,Fishes,Region 5,Endangered,Final,Federal Register (1984-08-29),Download,168361,3.2 miles
257,"Darter, Niangua",Etheostoma nianguae,Fishes,Region 3,Threatened,Final,Federal Register (1985-06-12),Download,168414,1290.5 acres
3525,"Darter, rush",Etheostoma phytophilum,Fishes,Region 4,Endangered,Final,Federal Register (2012-10-16),Download,650190,13.6 acres
239,"Darter, slackwater",Etheostoma boschungi,Fishes,Region 4,Threatened,Final,Federal Register (1977-09-22),Download,168377,46.4 miles
316,"Darter, vermilion",Etheostoma chermocki,Fishes,Region 4,Endangered,Final,Federal Register (2010-12-07),Download,201984,11.0 miles
6662,"Darter, yellowcheek",Etheostoma moorei,Fishes,Region 4,Endangered,Final,Federal Register (2012-10-16),Download,168412,85.9 miles
250,"Gambusia, San Marcos",Gambusia georgei,Fishes,Region 2,Endangered,Final,Federal Register (1980-07-14),Download,165886,44.5 acres
306,"Goby, tidewater",Eucyclogobius newberryi,Fishes,Region 8,Endangered,Final,Federal Register (2013-02-06),Download,171916,12060.9 acres
294,"Logperch, Conasauga",Percina jenkinsi,Fishes,Region 4,Endangered,Final,Federal Register (1985-08-05),Download,168502,178.6 acres
7150,"Madtom, chucky",Noturus crypticus,Fishes,Region 4,Endangered,Final,Federal Register (2012-10-16),Download,-420,17.6 miles
258,"Madtom, smoky",Noturus baileyi,Fishes,Region 4,Endangered,Final,Federal Register (1984-10-26),Download,164007,5.7 miles
247,"Madtom, yellowfin",Noturus flavipinnis,Fishes,Region 4,Threatened,Final,Federal Register (1977-09-22),Download,164012,167.1 miles
272,"Minnow, Devils River",Dionda diaboli,Fishes,Region 2,Threatened,Final,Federal Register (2008-08-12),Download,163514,14.8 miles
273,"Minnow, loach",Tiaroga cobitis,Fishes,Region 2,Endangered,Final,Federal Register (2012-02-23),Download,163389,559.3 miles
309,"Minnow, Rio Grande Silvery",Hybognathus amarus,Fishes,Region 2,Endangered,Final,Federal Register (2003-02-19),Download,163365,15113.3 acres
215,"Pikeminnow (=squawfish), Colorado",Ptychocheilus lucius,Fishes,Region 6,Endangered,Final,Federal Register (1994-03-21),Download,163525,65546.2 acres
274,"Pupfish, Ash Meadows Amargosa",Cyprinodon nevadensis mionectes,Fishes,Region 8,Endangered,Final,Federal Register (1983-09-02),Download,201970,134.5 acres
275,"Pupfish, desert",Cyprinodon macularius,Fishes,Region 2,Endangered,Final,Federal Register (1986-03-31),Download,165637,3.9 acres
251,"Pupfish, Leon Springs",Cyprinodon bovinus,Fishes,Region 2,Endangered,Final,Federal Register (1980-08-15),Download,165632,27.8 acres
10151,"rockfish, canary",Sebastes pinniger,Fishes,NOAA,Threatened,Final,Federal Register (2016-11-02),,166734,
10153,"rockfish, yelloweye",Sebastes ruberrimus,Fishes,NOAA,Threatened,Final,Federal Register (2016-11-02),,166740,
10077,"Salmon, Atlantic",Salmo salar,Fishes,Region 5,Endangered,Final,Federal Register (2009-06-19),Download,161996,6081655.7 acres
3398,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Threatened,Final,Federal Register (1999-10-25),,161980,
8241,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Threatened,Final,Federal Register (2000-02-16),Download,161980,748541.7 acres; 4921.9 miles
7590,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Endangered,Final,Federal Register (2000-02-16),Download,161980,748541.7 acres; 4921.9 miles
7855,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Endangered,Final,Federal Register (1999-03-23),,161980,
7834,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Threatened,Final,Federal Register (2000-02-16),Download,161980,748541.7 acres; 4921.9 miles
2514,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Threatened,Final,Federal Register (2005-09-02),Download,161980,2481.2 miles
4992,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Threatened,Final,Federal Register (2005-09-02),Download,161980,2481.2 miles
4799,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Threatened,Final,Federal Register (2000-02-16),Download,161980,748541.7 acres; 4921.9 miles
4300,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,Fishes,NOAA,Threatened,Final,Federal Register (1999-03-23),,161980,
