,NMFS.Tracking.Number,count
2007,PIR-2007-2212,1
2008,PIR-2007-2425,1
2009,PIR-2007-2743,1
2010,PIR-2007-3192,1
2011,PIR-2007-3211,1
2012,PIR-2007-3212,1
2013,PIR-2007-3274,1
2014,PIR-2007-3279,1
2015,PIR-2007-3281,1
2016,PIR-2007-3282,1
2017,PIR-2007-3284,1
2018,PIR-2007-3285,1
2019,PIR-2007-3302,1
2020,PIR-2007-4025,1
2021,PIR-2007-4028,1
2022,PIR-2007-4029,1
2023,PIR-2007-4030,1
2024,PIR-2007-4031,1
2025,PIR-2007-4188,1
2026,PIR-2007-5150,1
2027,PIR-2007-5399,1
2028,PIR-2007-6381,1
2029,PIR-2007-6382,1
2030,PIR-2007-6383,1
2031,PIR-2007-66,1
2032,PIR-2007-6689,1
2033,PIR-2007-7273,1
2034,PIR-2007-7274,1
2035,PIR-2007-7275,1
2036,PIR-2007-7277,1
2037,PIR-2007-7337,1
2038,PIR-2007-7421,1
2039,PIR-2007-7573,1
2040,PIR-2007-7801,1
2041,PIR-2007-7960,1
2042,PIR-2007-7969,1
2043,PIR-2007-84,1
2044,PIR-2008-1424,1
2045,PIR-2008-1978,1
2046,PIR-2008-2419,1
2047,PIR-2008-2791,1
2048,PIR-2008-3157,1
2049,PIR-2008-6922,1
2050,PIR-2008-8333,1
2051,PIR-2008-900,1
2052,PIR-2009-5678,1
2053,PIR-2009-5679,1
2054,PIR-2009-689,1
2055,PIR-2010-161,1
2056,PIR-2010-171,1
2057,PIR-2010-1790,1
2058,PIR-2010-3232,1
2059,PIR-2011-2096,1
2060,PIR-2011-4968,1
2061,SER-1990-58,1
2062,SER-1998-175,1
2063,SER-1998-207,1
2064,SER-1998-217,1
2065,SER-1998-246,1
2066,SER-1998-264,1
2067,SER-1998-316,1
2068,SER-1998-350,1
2069,SER-1998-68,1
2070,SER-1999-1088,1
2071,SER-1999-1089,1
2072,SER-1999-1116,1
2073,SER-1999-1128,1
2074,SER-1999-1201,1
2075,SER-1999-1289,1
2076,SER-1999-14,1
2077,SER-1999-1435,1
2078,SER-1999-1438,1
2079,SER-1999-1475,1
2080,SER-1999-15,1
2081,SER-1999-1513,1
2082,SER-1999-1539,1
2083,SER-1999-1580,1
2084,SER-1999-1581,1
2085,SER-1999-16,1
2086,SER-1999-1612,1
2087,SER-1999-1613,1
2088,SER-1999-1615,1
2089,SER-1999-1616,1
2090,SER-1999-1660,1
2091,SER-1999-17,1
2092,SER-1999-1709,1
2093,SER-1999-1710,1
2094,SER-1999-1711,1
2095,SER-1999-1712,1
2096,SER-1999-1714,1
2097,SER-1999-1718,1
2098,SER-1999-1739,1
2099,SER-1999-1741,1
2100,SER-1999-1762,1
2101,SER-1999-1785,1
2102,SER-1999-1789,1
2103,SER-1999-1790,1
2104,SER-1999-1791,1
2105,SER-1999-1793,1
2106,SER-1999-1794,1
2107,SER-1999-18,1
2108,SER-1999-271,1
2109,SER-1999-335,1
2110,SER-1999-34,1
2111,SER-1999-392,1
2112,SER-1999-397,1
2113,SER-1999-43,1
2114,SER-1999-465,1
2115,SER-1999-48,1
2116,SER-1999-63,1
2117,SER-1999-66,1
2118,SER-1999-706,1
2119,SER-1999-707,1
2120,SER-1999-718,1
2121,SER-1999-731,1
2122,SER-1999-762,1
2123,SER-1999-861,1
2124,SER-1999-868,1
2125,SER-1999-870,1
2126,SER-1999-881,1
2127,SER-1999-899,1
2128,SER-1999-900,1
2129,SER-1999-910,1
2130,SER-2000-1049,1
2131,SER-2000-1052,1
2132,SER-2000-1053,1
2133,SER-2000-1072,1
2134,SER-2000-1074,1
2135,SER-2000-1076,1
2136,SER-2000-1109,1
2137,SER-2000-1110,1
2138,SER-2000-1127,1
2139,SER-2000-1128,1
2140,SER-2000-1136,1
2141,SER-2000-1143,1
2142,SER-2000-1144,1
2143,SER-2000-1145,1
2144,SER-2000-1147,1
2145,SER-2000-1156,1
2146,SER-2000-1157,1
2147,SER-2000-1196,1
2148,SER-2000-1198,1
2149,SER-2000-1201,1
2150,SER-2000-1203,1
2151,SER-2000-1204,1
2152,SER-2000-1226,1
2153,SER-2000-123,1
2154,SER-2000-1230,1
2155,SER-2000-1231,1
2156,SER-2000-124,1
2157,SER-2000-126,1
2158,SER-2000-1281,1
2159,SER-2000-1282,1
2160,SER-2000-1283,1
2161,SER-2000-1284,1
2162,SER-2000-1285,1
2163,SER-2000-1286,1
2164,SER-2000-1295,1
2165,SER-2000-1296,1
2166,SER-2000-1297,1
2167,SER-2000-1299,1
2168,SER-2000-130,1
2169,SER-2000-1301,1
2170,SER-2000-1304,1
2171,SER-2000-131,1
2172,SER-2000-1315,1
2173,SER-2000-132,1
2174,SER-2000-1321,1
2175,SER-2000-133,1
2176,SER-2000-134,1
2177,SER-2000-135,1
2178,SER-2000-1351,1
2179,SER-2000-1352,1
2180,SER-2000-1353,1
2181,SER-2000-1354,1
2182,SER-2000-136,1
2183,SER-2000-137,1
2184,SER-2000-1372,1
2185,SER-2000-138,1
2186,SER-2000-1384,1
2187,SER-2000-139,1
2188,SER-2000-140,1
2189,SER-2000-141,1
2190,SER-2000-142,1
2191,SER-2000-1427,1
2192,SER-2000-1428,1
2193,SER-2000-1429,1
2194,SER-2000-143,1
2195,SER-2000-1430,1
2196,SER-2000-1432,1
2197,SER-2000-1433,1
2198,SER-2000-1434,1
2199,SER-2000-144,1
2200,SER-2000-145,1
2201,SER-2000-146,1
2202,SER-2000-147,1
2203,SER-2000-148,1
2204,SER-2000-149,1
2205,SER-2000-150,1
2206,SER-2000-152,1
2207,SER-2000-155,1
2208,SER-2000-196,1
2209,SER-2000-197,1
2210,SER-2000-200,1
2211,SER-2000-201,1
2212,SER-2000-311,1
2213,SER-2000-329,1
2214,SER-2000-331,1
2215,SER-2000-332,1
2216,SER-2000-347,1
2217,SER-2000-349,1
2218,SER-2000-367,1
2219,SER-2000-399,1
2220,SER-2000-416,1
2221,SER-2000-42,1
2222,SER-2000-420,1
2223,SER-2000-437,1
2224,SER-2000-439,1
2225,SER-2000-443,1
2226,SER-2000-451,1
2227,SER-2000-452,1
2228,SER-2000-453,1
2229,SER-2000-457,1
2230,SER-2000-478,1
2231,SER-2000-503,1
2232,SER-2000-519,1
2233,SER-2000-520,1
2234,SER-2000-521,1
2235,SER-2000-522,1
2236,SER-2000-523,1
2237,SER-2000-525,1
2238,SER-2000-526,1
2239,SER-2000-527,1
2240,SER-2000-528,1
2241,SER-2000-530,1
2242,SER-2000-542,1
2243,SER-2000-543,1
2244,SER-2000-544,1
2245,SER-2000-545,1
2246,SER-2000-546,1
2247,SER-2000-561,1
2248,SER-2000-60,1
2249,SER-2000-62,1
2250,SER-2000-620,1
2251,SER-2000-635,1
2252,SER-2000-636,1
2253,SER-2000-64,1
2254,SER-2000-664,1
2255,SER-2000-691,1
2256,SER-2000-694,1
2257,SER-2000-715,1
2258,SER-2000-719,1
2259,SER-2000-720,1
2260,SER-2000-745,1
2261,SER-2000-75,1
2262,SER-2000-764,1
2263,SER-2000-797,1
2264,SER-2000-824,1
2265,SER-2000-825,1
2266,SER-2000-84,1
2267,SER-2000-853,1
2268,SER-2000-858,1
2269,SER-2000-859,1
2270,SER-2000-877,1
2271,SER-2000-880,1
2272,SER-2000-971,1
2273,SER-2000-972,1
2274,SER-2001-1,1
2275,SER-2001-1005,1
2276,SER-2001-1078,1
2277,SER-2001-1083,1
2278,SER-2001-1084,1
2279,SER-2001-1085,1
2280,SER-2001-1086,1
2281,SER-2001-1091,1
2282,SER-2001-1093,1
2283,SER-2001-1096,1
2284,SER-2001-1097,1
2285,SER-2001-1122,1
2286,SER-2001-1129,1
2287,SER-2001-1133,1
2288,SER-2001-1134,1
2289,SER-2001-1140,1
2290,SER-2001-1141,1
2291,SER-2001-1143,1
2292,SER-2001-1149,1
2293,SER-2001-1150,1
2294,SER-2001-1151,1
2295,SER-2001-1152,1
2296,SER-2001-1153,1
2297,SER-2001-1155,1
2298,SER-2001-1156,1
2299,SER-2001-1157,1
2300,SER-2001-1158,1
2301,SER-2001-1161,1
2302,SER-2001-1162,1
2303,SER-2001-1164,1
2304,SER-2001-1165,1
2305,SER-2001-1166,1
2306,SER-2001-1172,1
2307,SER-2001-1192,1
2308,SER-2001-1193,1
2309,SER-2001-1197,1
2310,SER-2001-1203,1
2311,SER-2001-1228,1
2312,SER-2001-1229,1
2313,SER-2001-1230,1
2314,SER-2001-1231,1
2315,SER-2001-1233,1
2316,SER-2001-1237,1
2317,SER-2001-1238,1
2318,SER-2001-1240,1
2319,SER-2001-1241,1
2320,SER-2001-1242,1
2321,SER-2001-1257,1
2322,SER-2001-1304,1
2323,SER-2001-1322,1
2324,SER-2001-1337,1
2325,SER-2001-15,1
2326,SER-2001-17,1
2327,SER-2001-199,1
2328,SER-2001-23,1
2329,SER-2001-237,1
2330,SER-2001-239,1
2331,SER-2001-24,1
2332,SER-2001-247,1
2333,SER-2001-25,1
2334,SER-2001-26,1
2335,SER-2001-267,1
2336,SER-2001-268,1
2337,SER-2001-269,1
2338,SER-2001-27,1
2339,SER-2001-270,1
2340,SER-2001-271,1
2341,SER-2001-273,1
2342,SER-2001-274,1
2343,SER-2001-28,1
2344,SER-2001-288,1
2345,SER-2001-289,1
2346,SER-2001-327,1
2347,SER-2001-329,1
2348,SER-2001-356,1
2349,SER-2001-362,1
2350,SER-2001-365,1
2351,SER-2001-372,1
2352,SER-2001-385,1
2353,SER-2001-386,1
2354,SER-2001-387,1
2355,SER-2001-388,1
2356,SER-2001-389,1
2357,SER-2001-390,1
2358,SER-2001-4,1
2359,SER-2001-437,1
2360,SER-2001-44,1
2361,SER-2001-46,1
2362,SER-2001-471,1
2363,SER-2001-52,1
2364,SER-2001-524,1
2365,SER-2001-527,1
2366,SER-2001-530,1
2367,SER-2001-537,1
2368,SER-2001-541,1
2369,SER-2001-547,1
2370,SER-2001-610,1
2371,SER-2001-611,1
2372,SER-2001-612,1
2373,SER-2001-67,1
2374,SER-2001-672,1
2375,SER-2001-676,1
2376,SER-2001-68,1
2377,SER-2001-69,1
2378,SER-2001-696,1
2379,SER-2001-697,1
2380,SER-2001-70,1
2381,SER-2001-72,1
2382,SER-2001-722,1
2383,SER-2001-726,1
2384,SER-2001-73,1
2385,SER-2001-736,1
2386,SER-2001-758,1
2387,SER-2001-768,1
2388,SER-2001-769,1
2389,SER-2001-776,1
2390,SER-2001-780,1
2391,SER-2001-782,1
2392,SER-2001-783,1
2393,SER-2001-791,1
2394,SER-2001-792,1
2395,SER-2001-794,1
2396,SER-2001-81,1
2397,SER-2001-82,1
2398,SER-2001-83,1
2399,SER-2001-848,1
2400,SER-2001-850,1
2401,SER-2001-851,1
2402,SER-2001-860,1
2403,SER-2001-92,1
2404,SER-2001-921,1
2405,SER-2001-924,1
2406,SER-2001-938,1
2407,SER-2001-939,1
2408,SER-2001-942,1
2409,SER-2001-943,1
2410,SER-2001-944,1
2411,SER-2001-948,1
2412,SER-2001-953,1
2413,SER-2001-964,1
2414,SER-2001-986,1
2415,SER-2002-1006,1
2416,SER-2002-1014,1
2417,SER-2002-1056,1
2418,SER-2002-1057,1
2419,SER-2002-112,1
2420,SER-2002-1233,1
2421,SER-2002-1251,1
2422,SER-2002-1304,1
2423,SER-2002-1307,1
2424,SER-2002-1308,1
2425,SER-2002-1309,1
2426,SER-2002-1310,1
2427,SER-2002-1348,1
2428,SER-2002-1370,1
2429,SER-2002-1380,1
2430,SER-2002-1384,1
2431,SER-2002-1438,1
2432,SER-2002-146,1
2433,SER-2002-166,1
2434,SER-2002-1868,1
2435,SER-2002-241,1
2436,SER-2002-2572,1
2437,SER-2002-3,1
2438,SER-2002-32,1
2439,SER-2002-34,1
2440,SER-2002-35,1
2441,SER-2002-36,1
2442,SER-2002-468,1
2443,SER-2002-484,1
2444,SER-2002-575,1
2445,SER-2002-576,1
2446,SER-2002-600,1
2447,SER-2002-61,1
2448,SER-2002-627,1
2449,SER-2002-63,1
2450,SER-2002-64,1
2451,SER-2002-65,1
2452,SER-2002-68,1
2453,SER-2002-686,1
2454,SER-2002-69,1
2455,SER-2002-701,1
2456,SER-2002-719,1
2457,SER-2002-72,1
2458,SER-2002-763,1
2459,SER-2002-764,1
2460,SER-2002-765,1
2461,SER-2002-79,1
2462,SER-2002-80,1
2463,SER-2002-89,1
2464,SER-2002-90,1
2465,SER-2002-92,1
2466,SER-2002-95,1
2467,SER-2002-950,1
2468,SER-2003-1001,1
2469,SER-2003-1005,1
2470,SER-2003-1010,1
2471,SER-2003-1011,1
2472,SER-2003-1036,1
2473,SER-2003-1037,1
2474,SER-2003-1038,1
2475,SER-2003-1041,1
2476,SER-2003-1049,1
2477,SER-2003-1050,1
2478,SER-2003-1070,1
2479,SER-2003-1122,1
2480,SER-2003-1123,1
2481,SER-2003-1126,1
2482,SER-2003-1229,1
2483,SER-2003-1230,1
2484,SER-2003-1232,1
2485,SER-2003-1233,1
2486,SER-2003-1240,1
2487,SER-2003-1241,1
2488,SER-2003-1248,1
2489,SER-2003-1250,1
2490,SER-2003-1256,1
2491,SER-2003-128,1
2492,SER-2003-1296,1
2493,SER-2003-1298,1
2494,SER-2003-1299,1
2495,SER-2003-1300,1
2496,SER-2003-1301,1
2497,SER-2003-1302,1
2498,SER-2003-1303,1
2499,SER-2003-1304,1
2500,SER-2003-1305,1
2501,SER-2003-1306,1
2502,SER-2003-1311,1
2503,SER-2003-1317,1
2504,SER-2003-1321,1
2505,SER-2003-1324,1
2506,SER-2003-1326,1
2507,SER-2003-1328,1
2508,SER-2003-1329,1
2509,SER-2003-1331,1
2510,SER-2003-1332,1
2511,SER-2003-1360,1
2512,SER-2003-1362,1
2513,SER-2003-1365,1
2514,SER-2003-1366,1
2515,SER-2003-1368,1
2516,SER-2003-1377,1
2517,SER-2003-1378,1
2518,SER-2003-1380,1
2519,SER-2003-1381,1
2520,SER-2003-139,1
2521,SER-2003-1448,1
2522,SER-2003-1494,1
2523,SER-2003-1495,1
2524,SER-2003-1496,1
2525,SER-2003-1498,1
2526,SER-2003-1499,1
2527,SER-2003-1506,1
2528,SER-2003-1510,1
2529,SER-2003-1514,1
2530,SER-2003-1517,1
2531,SER-2003-1524,1
2532,SER-2003-1525,1
2533,SER-2003-1526,1
2534,SER-2003-1527,1
2535,SER-2003-1528,1
2536,SER-2003-1529,1
2537,SER-2003-1530,1
2538,SER-2003-1536,1
2539,SER-2003-1587,1
2540,SER-2003-1588,1
2541,SER-2003-1592,1
2542,SER-2003-1638,1
2543,SER-2003-193,1
2544,SER-2003-203,1
2545,SER-2003-204,1
2546,SER-2003-205,1
2547,SER-2003-207,1
2548,SER-2003-209,1
2549,SER-2003-210,1
2550,SER-2003-213,1
2551,SER-2003-236,1
2552,SER-2003-304,1
2553,SER-2003-305,1
2554,SER-2003-424,1
2555,SER-2003-426,1
2556,SER-2003-442,1
2557,SER-2003-443,1
2558,SER-2003-445,1
2559,SER-2003-451,1
2560,SER-2003-555,1
2561,SER-2003-557,1
2562,SER-2003-558,1
2563,SER-2003-559,1
2564,SER-2003-567,1
2565,SER-2003-568,1
2566,SER-2003-582,1
2567,SER-2003-583,1
2568,SER-2003-586,1
2569,SER-2003-597,1
2570,SER-2003-622,1
2571,SER-2003-645,1
2572,SER-2003-657,1
2573,SER-2003-658,1
2574,SER-2003-659,1
2575,SER-2003-661,1
2576,SER-2003-662,1
2577,SER-2003-668,1
2578,SER-2003-670,1
2579,SER-2003-718,1
2580,SER-2003-719,1
2581,SER-2003-720,1
2582,SER-2003-721,1
2583,SER-2003-722,1
2584,SER-2003-723,1
2585,SER-2003-769,1
2586,SER-2003-770,1
2587,SER-2003-772,1
2588,SER-2003-773,1
2589,SER-2003-774,1
2590,SER-2003-807,1
2591,SER-2003-820,1
2592,SER-2003-823,1
2593,SER-2003-828,1
2594,SER-2003-829,1
2595,SER-2003-830,1
2596,SER-2003-834,1
2597,SER-2003-852,1
2598,SER-2003-853,1
2599,SER-2003-854,1
2600,SER-2003-855,1
2601,SER-2003-867,1
2602,SER-2003-868,1
2603,SER-2003-869,1
2604,SER-2003-872,1
2605,SER-2003-873,1
2606,SER-2003-874,1
2607,SER-2003-894,1
2608,SER-2003-895,1
2609,SER-2003-896,1
2610,SER-2003-912,1
2611,SER-2003-913,1
2612,SER-2003-935,1
2613,SER-2003-938,1
2614,SER-2003-947,1
2615,SER-2003-948,1
2616,SER-2003-949,1
2617,SER-2003-950,1
2618,SER-2003-957,1
2619,SER-2004-1027,1
2620,SER-2004-1028,1
2621,SER-2004-1060,1
2622,SER-2004-1064,1
2623,SER-2004-1068,1
2624,SER-2004-1083,1
2625,SER-2004-1084,1
2626,SER-2004-1094,1
2627,SER-2004-1100,1
2628,SER-2004-134,1
2629,SER-2004-136,1
2630,SER-2004-142,1
2631,SER-2004-1503,1
2632,SER-2004-1523,1
2633,SER-2004-1536,1
2634,SER-2004-1541,1
2635,SER-2004-1548,1
2636,SER-2004-1585,1
2637,SER-2004-1590,1
2638,SER-2004-1593,1
2639,SER-2004-1595,1
2640,SER-2004-1600,1
2641,SER-2004-1601,1
2642,SER-2004-1602,1
2643,SER-2004-1603,1
2644,SER-2004-1604,1
2645,SER-2004-1611,1
2646,SER-2004-1615,1
2647,SER-2004-1635,1
2648,SER-2004-1637,1
2649,SER-2004-1638,1
2650,SER-2004-1657,1
2651,SER-2004-1659,1
2652,SER-2004-1675,1
2653,SER-2004-1678,1
2654,SER-2004-1679,1
2655,SER-2004-1680,1
2656,SER-2004-1682,1
2657,SER-2004-1685,1
2658,SER-2004-1693,1
2659,SER-2004-1745,1
2660,SER-2004-1758,1
2661,SER-2004-1772,1
2662,SER-2004-1781,1
2663,SER-2004-18,1
2664,SER-2004-1837,1
2665,SER-2004-1838,1
2666,SER-2004-1846,1
2667,SER-2004-1847,1
2668,SER-2004-1849,1
2669,SER-2004-1866,1
2670,SER-2004-1881,1
2671,SER-2004-1898,1
2672,SER-2004-1899,1
2673,SER-2004-19,1
2674,SER-2004-20,1
2675,SER-2004-222,1
2676,SER-2004-232,1
2677,SER-2004-236,1
2678,SER-2004-239,1
2679,SER-2004-24,1
2680,SER-2004-243,1
2681,SER-2004-244,1
2682,SER-2004-246,1
2683,SER-2004-247,1
2684,SER-2004-250,1
2685,SER-2004-251,1
2686,SER-2004-267,1
2687,SER-2004-268,1
2688,SER-2004-269,1
2689,SER-2004-277,1
2690,SER-2004-299,1
2691,SER-2004-300,1
2692,SER-2004-301,1
2693,SER-2004-302,1
2694,SER-2004-31,1
2695,SER-2004-310,1
2696,SER-2004-32,1
2697,SER-2004-337,1
2698,SER-2004-346,1
2699,SER-2004-347,1
2700,SER-2004-360,1
2701,SER-2004-366,1
2702,SER-2004-387,1
2703,SER-2004-393,1
2704,SER-2004-400,1
2705,SER-2004-414,1
2706,SER-2004-415,1
2707,SER-2004-418,1
2708,SER-2004-425,1
2709,SER-2004-427,1
2710,SER-2004-428,1
2711,SER-2004-44,1
2712,SER-2004-448,1
2713,SER-2004-456,1
2714,SER-2004-457,1
2715,SER-2004-46,1
2716,SER-2004-47,1
2717,SER-2004-470,1
2718,SER-2004-474,1
2719,SER-2004-475,1
2720,SER-2004-478,1
2721,SER-2004-486,1
2722,SER-2004-50,1
2723,SER-2004-510,1
2724,SER-2004-514,1
2725,SER-2004-515,1
2726,SER-2004-516,1
2727,SER-2004-52,1
2728,SER-2004-531,1
2729,SER-2004-549,1
2730,SER-2004-553,1
2731,SER-2004-555,1
2732,SER-2004-556,1
2733,SER-2004-558,1
2734,SER-2004-56,1
2735,SER-2004-580,1
2736,SER-2004-581,1
2737,SER-2004-587,1
2738,SER-2004-606,1
2739,SER-2004-607,1
2740,SER-2004-622,1
2741,SER-2004-623,1
2742,SER-2004-633,1
2743,SER-2004-634,1
2744,SER-2004-635,1
2745,SER-2004-661,1
2746,SER-2004-668,1
2747,SER-2004-67,1
2748,SER-2004-675,1
2749,SER-2004-676,1
2750,SER-2004-689,1
2751,SER-2004-697,1
2752,SER-2004-70,1
2753,SER-2004-709,1
2754,SER-2004-71,1
2755,SER-2004-712,1
2756,SER-2004-716,1
2757,SER-2004-717,1
2758,SER-2004-75,1
2759,SER-2004-76,1
2760,SER-2004-77,1
2761,SER-2004-775,1
2762,SER-2004-776,1
2763,SER-2004-811,1
2764,SER-2004-813,1
2765,SER-2004-814,1
2766,SER-2004-816,1
2767,SER-2004-821,1
2768,SER-2004-839,1
2769,SER-2004-840,1
2770,SER-2004-841,1
2771,SER-2004-859,1
2772,SER-2004-863,1
2773,SER-2004-864,1
2774,SER-2004-865,1
2775,SER-2004-873,1
2776,SER-2004-874,1
2777,SER-2004-876,1
2778,SER-2004-877,1
2779,SER-2004-878,1
2780,SER-2004-880,1
2781,SER-2004-881,1
2782,SER-2004-882,1
2783,SER-2004-9,1
2784,SER-2004-903,1
2785,SER-2004-904,1
2786,SER-2004-94,1
2787,SER-2004-940,1
2788,SER-2004-942,1
2789,SER-2004-943,1
2790,SER-2004-946,1
2791,SER-2004-95,1
2792,SER-2004-962,1
2793,SER-2004-963,1
2794,SER-2004-965,1
2795,SER-2004-966,1
2796,SER-2004-968,1
2797,SER-2004-970,1
2798,SER-2004-978,1
2799,SER-2004-981,1
2800,SER-2004-995,1
2801,SER-2004-996,1
2802,SER-2005-142,1
2803,SER-2005-163,1
2804,SER-2005-182,1
2805,SER-2005-2058,1
2806,SER-2005-207,1
2807,SER-2005-2111,1
2808,SER-2005-2179,1
2809,SER-2005-253,1
2810,SER-2005-3022,1
2811,SER-2005-3204,1
2812,SER-2005-3206,1
2813,SER-2005-3348,1
2814,SER-2005-3498,1
2815,SER-2005-3550,1
2816,SER-2005-3584,1
2817,SER-2005-3664,1
2818,SER-2005-3794,1
2819,SER-2005-3796,1
2820,SER-2005-3829,1
2821,SER-2005-3873,1
2822,SER-2005-3876,1
2823,SER-2005-3877,1
2824,SER-2005-3908,1
2825,SER-2005-4032,1
2826,SER-2005-407,1
2827,SER-2005-4100,1
2828,SER-2005-4101,1
2829,SER-2005-4110,1
2830,SER-2005-4181,1
2831,SER-2005-4187,1
2832,SER-2005-4309,1
2833,SER-2005-4312,1
2834,SER-2005-4314,1
2835,SER-2005-4315,1
2836,SER-2005-4316,1
2837,SER-2005-4344,1
2838,SER-2005-4386,1
2839,SER-2005-440,1
2840,SER-2005-4646,1
2841,SER-2005-4664,1
2842,SER-2005-4668,1
2843,SER-2005-4730,1
2844,SER-2005-5077,1
2845,SER-2005-534,1
2846,SER-2005-5349,1
2847,SER-2005-5485,1
2848,SER-2005-5487,1
2849,SER-2005-549,1
2850,SER-2005-562,1
2851,SER-2005-5676,1
2852,SER-2005-5740,1
2853,SER-2005-586,1
2854,SER-2005-590,1
2855,SER-2005-591,1
2856,SER-2005-594,1
2857,SER-2005-5994,1
2858,SER-2005-6002,1
2859,SER-2005-6004,1
2860,SER-2005-6012,1
2861,SER-2005-6105,1
2862,SER-2005-6153,1
2863,SER-2005-621,1
2864,SER-2005-6219,1
2865,SER-2005-6221,1
2866,SER-2005-6252,1
2867,SER-2005-626,1
2868,SER-2005-6319,1
2869,SER-2005-6320,1
2870,SER-2005-6395,1
2871,SER-2005-6406,1
2872,SER-2005-643,1
2873,SER-2005-6590,1
2874,SER-2005-6591,1
2875,SER-2005-6592,1
2876,SER-2005-6593,1
2877,SER-2005-6594,1
2878,SER-2005-673,1
2879,SER-2005-6774,1
2880,SER-2005-6818,1
2881,SER-2005-6832,1
2882,SER-2005-6855,1
2883,SER-2005-6865,1
2884,SER-2005-6880,1
2885,SER-2005-6994,1
2886,SER-2005-7112,1
2887,SER-2005-7119,1
2888,SER-2005-7141,1
2889,SER-2005-7145,1
2890,SER-2005-7323,1
2891,SER-2005-764,1
2892,SER-2005-859,1
2893,SER-2005-91,1
2894,SER-2006-1009,1
2895,SER-2006-103,1
2896,SER-2006-1145,1
2897,SER-2006-1147,1
2898,SER-2006-1158,1
2899,SER-2006-1161,1
2900,SER-2006-1163,1
2901,SER-2006-1165,1
2902,SER-2006-1206,1
2903,SER-2006-1508,1
2904,SER-2006-1605,1
2905,SER-2006-1612,1
2906,SER-2006-1617,1
2907,SER-2006-167,1
2908,SER-2006-1704,1
2909,SER-2006-1705,1
2910,SER-2006-1744,1
2911,SER-2006-1874,1
2912,SER-2006-1875,1
2913,SER-2006-1876,1
2914,SER-2006-1877,1
2915,SER-2006-1878,1
2916,SER-2006-1880,1
2917,SER-2006-1890,1
2918,SER-2006-1990,1
2919,SER-2006-1994,1
2920,SER-2006-201,1
2921,SER-2006-2186,1
2922,SER-2006-2187,1
2923,SER-2006-2203,1
2924,SER-2006-2208,1
2925,SER-2006-2272,1
2926,SER-2006-230,1
2927,SER-2006-2390,1
2928,SER-2006-2392,1
2929,SER-2006-2393,1
2930,SER-2006-2411,1
2931,SER-2006-2412,1
2932,SER-2006-2413,1
2933,SER-2006-2418,1
2934,SER-2006-2517,1
2935,SER-2006-2525,1
2936,SER-2006-2606,1
2937,SER-2006-2612,1
2938,SER-2006-2613,1
2939,SER-2006-2614,1
2940,SER-2006-2617,1
2941,SER-2006-2618,1
2942,SER-2006-2665,1
2943,SER-2006-2685,1
2944,SER-2006-2686,1
2945,SER-2006-2704,1
2946,SER-2006-2747,1
2947,SER-2006-2769,1
2948,SER-2006-2787,1
2949,SER-2006-2845,1
2950,SER-2006-2847,1
2951,SER-2006-2967,1
2952,SER-2006-303,1
2953,SER-2006-3066,1
2954,SER-2006-3089,1
2955,SER-2006-3090,1
2956,SER-2006-3115,1
2957,SER-2006-3116,1
2958,SER-2006-3117,1
2959,SER-2006-3120,1
2960,SER-2006-3162,1
2961,SER-2006-317,1
2962,SER-2006-320,1
2963,SER-2006-327,1
2964,SER-2006-3283,1
2965,SER-2006-329,1
2966,SER-2006-3327,1
2967,SER-2006-3400,1
2968,SER-2006-345,1
2969,SER-2006-3480,1
2970,SER-2006-3484,1
2971,SER-2006-3586,1
2972,SER-2006-375,1
2973,SER-2006-3856,1
2974,SER-2006-389,1
2975,SER-2006-390,1
2976,SER-2006-3960,1
2977,SER-2006-4032,1
2978,SER-2006-4033,1
2979,SER-2006-4059,1
2980,SER-2006-4107,1
2981,SER-2006-4119,1
2982,SER-2006-4120,1
2983,SER-2006-4155,1
2984,SER-2006-4296,1
2985,SER-2006-4297,1
2986,SER-2006-4311,1
2987,SER-2006-4312,1
2988,SER-2006-4314,1
2989,SER-2006-4371,1
2990,SER-2006-4379,1
2991,SER-2006-4405,1
2992,SER-2006-444,1
2993,SER-2006-4446,1
2994,SER-2006-4447,1
2995,SER-2006-4508,1
2996,SER-2006-4509,1
2997,SER-2006-4564,1
2998,SER-2006-4567,1
2999,SER-2006-4569,1
3000,SER-2006-4570,1
3001,SER-2006-4571,1
3002,SER-2006-4651,1
3003,SER-2006-469,1
3004,SER-2006-474,1
3005,SER-2006-4752,1
3006,SER-2006-483,1
3007,SER-2006-4831,1
3008,SER-2006-484,1
3009,SER-2006-4898,1
3010,SER-2006-4981,1
3011,SER-2006-4990,1
3012,SER-2006-4991,1
3013,SER-2006-5046,1
3014,SER-2006-5069,1
3015,SER-2006-5147,1
3016,SER-2006-5149,1
3017,SER-2006-5150,1
3018,SER-2006-5457,1
3019,SER-2006-5680,1
3020,SER-2006-5740,1
3021,SER-2006-5748,1
3022,SER-2006-5758,1
3023,SER-2006-5808,1
3024,SER-2006-5813,1
3025,SER-2006-5845,1
3026,SER-2006-5862,1
3027,SER-2006-5874,1
3028,SER-2006-5895,1
3029,SER-2006-593,1
3030,SER-2006-615,1
3031,SER-2006-6234,1
3032,SER-2006-6333,1
3033,SER-2006-6356,1
3034,SER-2006-6409,1
3035,SER-2006-6452,1
3036,SER-2006-6453,1
3037,SER-2006-6504,1
