TrackingNumber,Common.Name,Population.Name,Jeopardy,CriticalHabitat,CH,Spp,CH_cons,Spp_cons
NER-2005-5574,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2005-5574,"Whale, North Atlantic right",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NER-2005-5574,"Sturgeon, shortnose",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Effect,No Effect,No Effect
NER-2005-5574,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NER-2005-5574,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2005-5574,"Whale, humpback",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NER-2005-5574,"Turtle, green sea",Florida Breeding Populations,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1754,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1754,"Whale, fin",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2008-1754,"Whale, North Atlantic right",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1754,"Turtle, loggerhead sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2008-1754,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1754,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2008-1754,"Whale, humpback",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2008-1754,"Whale, sei",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2008-1757,"Turtle, loggerhead sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1757,"Whale, humpback",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1757,"Whale, fin",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1757,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1757,"Whale, sei",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1757,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-1757,"Whale, North Atlantic right",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NER-2008-1757,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2008-9091,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2008-9091,"Turtle, loggerhead sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2008-9091,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2008-9091,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2009-7486,"Turtle, leatherback sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2009-7486,"Turtle, loggerhead sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2009-7486,"Turtle, green sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2009-7486,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2010-5732,"Sturgeon, shortnose",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2010-5732,"Turtle, leatherback sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NER-2010-5732,"Turtle, green sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NER-2010-5732,"Turtle, loggerhead sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NER-2012-1175,"Turtle, Kemp's ridley sea",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NER-2012-1456,"Whale, fin",NA,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2012-1456,"Whale, sei",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2012-1456,"Turtle, loggerhead sea",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NER-2012-1456,"Whale, North Atlantic right",NA,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NER-2012-1456,"Whale, humpback",NA,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-1994-172,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-1997-38,Steelhead,Oregon Coast DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-1998-1411,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-1999-1017,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-1999-1150,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-1999-875,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2000-1356,"Salmon, coho",Oregon Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2000-1421,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2000-616,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2001-1385,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2001-2848,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2001-287,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2001-291,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2001-51,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2001-594,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2001-699,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2001-759,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2001-930,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2001-933,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2001-990,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2002-1193,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2002-1254,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2002-1967,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2002-390,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2002-941,"Salmon, coho",Oregon Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2002-948,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2003-1657,"Salmon, coho",Oregon Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2003-285,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2003-357,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2003-627,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2003-676,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2003-682,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2003-682,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2003-729,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2003-806,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2004-103,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2004-1043,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2004-1634,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2004-1812,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2004-278,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2004-867,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-125,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-3522,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-3695,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-4455,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-4497,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-4541,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-5248,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2005-5754,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2005-5834,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2006-1972,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2006-4251,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2006-471,"Whale, killer",Southern Resident,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2006-6530,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2007-2388,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2007-5347,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2007-7040,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2008-3994,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2008-6811,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2008-7033,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2008-7706,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2008-7858,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-3020,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
NWR-2009-4136,"Salmon, coho",Oregon Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2009-5539,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2009-5649,"Sturgeon, green",Southern DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2009-6523,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-2701,"Salmon, coho",Oregon Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-3196,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-521,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-5409,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-5410,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-6293,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2010-6828,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-1543,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2011-2380,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, coho",Southern Oregon/Northern California Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,Eulachon,Southern DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Salmon, coho",Oregon Coast ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Sturgeon, green",Southern DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5585,"Sea lion, Steller",,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2011-5585,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5917,"Rockfish, canary",Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NWR-2011-5917,Bocaccio,Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NWR-2011-5917,"Whale, killer",Southern Resident,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NWR-2011-5917,Steelhead,Puget Sound DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-5917,"Rockfish, yelloweye",Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Effect,Not Likely to Adversely Affect,No Effect,No Jeopardy
NWR-2011-5917,"Salmon, Chinook",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-654,Steelhead,Upper Willamette River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-654,"Salmon, Chinook",Upper Willamette River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-654,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-654,Steelhead,Lower Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2011-654,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
NWR-2011-945,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
