TrackingNumber,Common.Name,Population.Name,Jeopardy,CriticalHabitat,CH,Spp,CH_cons,Spp_cons
SER-2013-12382,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2013-12432,"Sawfish, smalltooth",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2013-12458,"Sawfish, smalltooth",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2013-12613,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-12933,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13011,"Sawfish, smalltooth",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2014-13099,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13282,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13308,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13456,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13457,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13486,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13911,"Seagrass, Johnson's",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-15668,"Turtle, loggerhead sea",Northwest Atlantic Ocean DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2015-16724,"Sawfish, smalltooth",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2015-16737,"Whale, North Atlantic right",Range-wide,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2015-16914,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2015-17195,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2015-17277,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2015-17457,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2015-17551,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2015-17611,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2015-17631,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2016-17660,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2016-17661,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2016-18081,"Sturgeon, Gulf",Range-wide,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2016-18105,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2016-18138,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2016-18158,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2016-18160,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2016-18192,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2017-18380,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2017-18386,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2017-18392,"Sawfish, smalltooth",U.S. DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SWR-2012-3420,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SWR-2012-3420,"Sturgeon, green",Southern DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SWR-2012-3420,Steelhead,Northern California DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SWR-2012-3420,"Salmon, Chinook",California Coastal ESU,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2013-106,Steelhead,Middle Columbia River DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2013-52,Steelhead,Puget Sound DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No CH,Not Likely to Adversely Affect,No CH,No Jeopardy
WCR-2014-1657,"Salmon, Chinook",Snake River spring/summer-run ESU,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1814,"Sturgeon, green",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1814,Steelhead,California Central Valley DPS,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1814,"Salmon, Chinook",Central Valley spring-run ESU,Not Likely to Adversely Affect,No Effect,No Effect,No Jeopardy,No Effect,No Jeopardy
WCR-2014-1814,"Salmon, Chinook",Sacramento River winter-run ESU,Not Likely to Adversely Affect,No Effect,No Effect,No Jeopardy,No Effect,No Jeopardy
WCR-2014-243,"Salmon, Chinook",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2014-394,"Salmon, Chinook",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2014-504,"Salmon, Chinook",,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2014-744,Steelhead,,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2014-876,"Salmon, coho",Southern Oregon/Northern California Coast ESU,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2014-876,"Salmon, Chinook",California Coastal ESU,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2014-876,Steelhead,Northern California DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2015-3248,"Salmon, Chinook",Lower Columbia River ESU,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2016-4022,Steelhead,California Central Valley DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2016-4536,Steelhead,California Central Valley DPS,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2016-5168,"Salmon, Chinook",Puget Sound ESU,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2016-5574,"Salmon, Chinook",Central Valley spring-run ESU,Not Likely to Adversely Affect,May Affect - Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2013-12486,"Seagrass, Johnson's",,Withdrawn,May Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2013-12565,"Seagrass, Johnson's",,Withdrawn,May Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2013-12620,"Seagrass, Johnson's",,Withdrawn,May Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-12893,"Seagrass, Johnson's",,Withdrawn,May Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-12927,"Seagrass, Johnson's",,Withdrawn,May Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-12935,"Seagrass, Johnson's",,Withdrawn,May Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13050,"Seagrass, Johnson's",,Withdrawn,May Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13373,"Seagrass, Johnson's",,Withdrawn,May Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-15068,"Coral, staghorn",NA,Withdrawn,May Affect,No Effect,No Effect,No Effect,No Effect
SER-2015-16999,"Turtle, hawksbill sea",Range-wide,Withdrawn,May Affect,No Effect,No Effect,No Effect,No Effect
SER-2013-11380,"Seagrass, Johnson's",,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-13370,"Seagrass, Johnson's",,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-14478,"Seagrass, Johnson's",,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-14479,"Seagrass, Johnson's",,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-14480,"Seagrass, Johnson's",,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-14568,"Seagrass, Johnson's",,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2015-16287,"Seagrass, Johnson's",Range-wide,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2016-17794,"Seagrass, Johnson's",Range-wide,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Effect,No Adverse Modification,No Effect
SER-2016-17809,"Seagrass, Johnson's",Range-wide,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2016-17893,"Seagrass, Johnson's",Range-wide,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Effect,No Adverse Modification,No Effect
SER-2016-17903,"Seagrass, Johnson's",Range-wide,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Effect,No Adverse Modification,No Effect
SER-2016-17928,"Seagrass, Johnson's",Range-wide,Withdrawn,May Affect - Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
AKR-2001-21,"Whale, bowhead",Western Arctic Stock,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
AKR-2001-21,"Whale, fin",Northeast Pacific Stock,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
AKR-2001-21,"Whale, humpback",Western North Pacific DPS,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
AKR-2008-4550,"Whale, bowhead",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
AKR-2008-4550,"Whale, fin",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
AKR-2008-4550,"Whale, humpback",Range-wide,"No Jeopardy, No Adverse Mod",May Affect - Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
SER-2012-9296,"Seagrass, Johnson's",,Withdrawn,No Adverse Modification,No Adverse Modification,No Effect,No Adverse Modification,No Effect
SER-2013-10880,"Seagrass, Johnson's",NA,Withdrawn,No Adverse Modification,No Adverse Modification,No Effect,No Adverse Modification,No Effect
SER-2013-11894,"Seagrass, Johnson's",,Withdrawn,No Adverse Modification,No Adverse Modification,No Effect,No Adverse Modification,No Effect
SER-2013-12257,"Coral, staghorn",,Withdrawn,No Adverse Modification,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
SER-2013-12257,"Coral, elkhorn",,Withdrawn,No Adverse Modification,No Adverse Modification,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
FPR-2015-9110,Bocaccio,Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
FPR-2015-9110,"Rockfish, canary",Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
FPR-2015-9110,"Rockfish, yelloweye",Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
FPR-2015-9110,"Salmon, chum",,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
FPR-2015-9110,Eulachon,Southern DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NER-2013-10537,"Whale, North Atlantic right",,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NER-2013-9613,"Salmon, Atlantic",Gulf of Maine DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NER-2015-12532,"Salmon, Atlantic",Gulf of Maine DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NER-2015-12532,"Turtle, loggerhead sea",Northwest Atlantic Ocean DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2012-2688,"Rockfish, canary",Puget Sound/Georgia Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Ch,Not Likely to Adversely Affect,No CH,No Jeopardy
NWR-2012-2688,"Sea lion, Steller",,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Effect,No Jeopardy,No Effect,No Jeopardy
NWR-2012-293,Steelhead,,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2012-841,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2013-9991,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2013-9991,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-15303,"Sturgeon, Atlantic",,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Ch,No Jeopardy,No CH,No Jeopardy
SER-2014-15303,"Sturgeon, shortnose",,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Ch,No Jeopardy,No CH,No Jeopardy
SER-2015-15985,"Turtle, loggerhead sea",Northwest Atlantic Ocean DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2015-16862,"Turtle, loggerhead sea",Northwest Atlantic Ocean DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
SWR-2012-4612,"Salmon, Chinook",Central Valley spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SWR-2012-4612,Steelhead,California Central Valley DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SWR-2012-4612,"Sturgeon, green",,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
SWR-2012-4612,"Salmon, Chinook",Sacramento River winter-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1476,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1476,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1476,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1476,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1476,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1476,Steelhead,Upper Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1846,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-1846,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2016-6015 ,Steelhead,California Central Valley DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
WCR-2016-4675,"Salmon, sockeye",Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2016-4675,Steelhead,Puget Sound ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2015-3759,Steelhead,Southern California DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2015-3118,Steelhead,California Central Valley DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2015-3118,"Salmon, Chinook",Sacramento River winter-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2015-3118,"Salmon, Chinook",Central Valley spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,No CH,No Jeopardy,No CH,No Jeopardy
WCR-2014-484,"Salmon, Chinook",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,"Salmon, coho",Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,"Salmon, sockeye",Snake River ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2014-484,"Salmon, Chinook",Snake River spring/summer-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,Eulachon,Southern DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy
WCR-2014-484,"Salmon, Chinook",Snake River fall-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,Steelhead,Middle Columbia River DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,Steelhead,Snake River Basin DPS,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,"Salmon, Chinook",Upper Columbia River spring-run ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,Steelhead,Lower Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,Steelhead,Upper Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
WCR-2014-484,"Salmon, chum",Columbia River ESU,"No Jeopardy, No Adverse Mod",May Affect - Not Likely to Adversely Affect,Not Likely to Adversely Affect,No Jeopardy,No Adverse Modification,No Jeopardy
SER-2014-15058,"Coral, Mountainous Star",,"Jeopardy, No Adverse Mod",No Effect,No CH,No Jeopardy,No CH,No Jeopardy
WCR-2015-3915,Steelhead,Lower Columbia River DPS,"Jeopardy, No Adverse Mod",No Effect,No Effect,No Jeopardy,No Effect,No Jeopardy
WCR-2015-3915,"Salmon, coho",,"Jeopardy, No Adverse Mod",No Effect,No Effect,No Jeopardy,No Effect,No Jeopardy
NWR-2009-66,"Salmon, Chinook",Lower Columbia River ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, Chinook",Snake River fall-run ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, Chinook",Snake River spring/summer-run ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
NWR-2009-66,"Salmon, Chinook",Upper Willamette River ESU,Not Likely to Adversely Affect,May Affect - Not Likely to Adversely Affect,No Adverse Modification,No Jeopardy,No Adverse Modification,No Jeopardy
